,Review,Score
133,Exceptional service and delicious food. There was a wait around the corner when we left at 5:30 PM. Definitely make reservations. My only wish is they would pair entrees with a side (or offer a recommendation of side).,4 
134,Honestly the best restaurant I've ever had in my life. Expensive but worth every penny. Staff is wonderful. BBQ is wonderful. Curry is wonderful. Well worth the long line and wait. Enjoy!,5 
135,"We had to wait for 30 minutes to get into Dishoom, but it was worth it. The restaurant passed out cups of chai and green tea for the people waiting in line. The environment was lively, the employees were friendly, and the food was good. The foods labeled ""spicy"" were definitely spicy! If you don't want a lot of spice, I'd recommend getting something that isn't spicy because they give out sauces that you can add to get your desired spice level. We were given cups of chai on the house at the end too. I will be going back!",4 
136,"Best dinner we had in London. There was a short line to get in but it lives faster than expected. The food was excellent, my family and I all loved it.",5 
137,"I was looking for a good place to dine alone before a play and this was perfect. The curry and garlic naan were perfection, the service was fantastic, and the atmosphere is warm and charming.",5 
138,"Dishoom hardly needs another great review, but let me just say that while the food and atmosphere are outstanding, the thing I loved the most was the service. From the moment we stepped into line and we're offered warm chai or sherry, we were treated with such hospitality. Our waitperson Arlind could not have been more gracious or helpful. He gave us excellent advice on which nan or roti would go well with our order and checked on us often throughout our meal. We felt like old friends by the time we left. Dining at Dishoom was an incredible experience. Can't wait to come again!",5 
139,"Perfect lunch in London! I was searching for the restaurant near the Covent Garden and It was successful. Two dishes are a little heavy for me though, each of the dishes which I got recommended was fantastic! I will be back :)",5 
140,"Ok, I know everyone is basically obsessed with this place, I mean the line starts at around 5 or 6 and goes back for a block... although they do come out and give sips of something. We came early and got seated pretty quickly and although the food was great for those in our family that love hot/spice, it was everything else that just made this feel so over rated for me. The air conditioning was broken (literally during a heat wave in London with the highest temperatures EVER) and then their oven was broken so they would come very 15 minutes or so and tell us they were on again and then off again. We all got food at different times and that was pretty lame, and it was just overall pretty uncomfortable. I definitely was not a fan but my husband and kids have already been back twice.",4 
141,Really impressed. The food is exceptional and the service is also extremely good. Huge fan of the style of the restaurant and I have made sure to regularly visit the various locations.,5 
142,the most authentic Indian restaurant in London by far. Every dish we had was amazing and reminded me of my home country. Also the atmosphere and vibe is real special. I've gone countless times and have never had a bad meal of substandard service..,5 
143,"Delicious!  Had the okra fries and samosas, chicken ruby and house black daal- yum!  Okra fries are a can't miss!",5 
144,Some of the best Indian food I've had around let alone vegetarian's food I only wish they had it where I live!,5 
145,"Good food (but be prepared for spiciness!!!) but ridiculous long lines, and the restaurant couldn't really keep up with cleanliness due to the volume of customers. Loud with lots of big tables for groups, but not ideal for couples.",4 
146,Great place for Indian food. Fantastic value and lots of choices - always visit here when in london,5 
147,Very beautiful and big place. Loved the food. Service was great.It was a lineup make sure to book before you go.,5 
148,"Just wow. Can't go wrong here. I'm Indian I would know. Great chicken ruby, seekh kebab, vegetable samosa, chole puri, and everything is shareable. Lots to try here!",5 
149,There was so much hype around this restaurant but fell short on most counts. The waiters/waitresses were actually very nice and seemed to have some knowledge about Indian food. The decor was nice but the food was a huge letdown. The chilli chicken was unnecessarily spicy. I love spice but this was just ridiculous. The chaat was nothing special (I've had way better) and the chickpea curry as well as the daal were mediocre. If you have had Indian food before I have no idea how people are writing that this food is good - absolutely not worth the price or the wait in line. Sorry.,3 
150,"Dishoom is my favorite restaurant and I love this location. I've eaten here several times and have never been disappointed. Most recently I visited for breakfast and got the egg roll naan and it was a great start to the day! I also really love their mattar paneer, jackfruit biryani, paneer tikka, and the house chaat. Love to get these dishes and all share at the table!",5 
151,"The Boundary  Street has its own lovely character.  If the weather is nice, and even if it is not so nice, relaxing on the verandah sipping the house chai is a treat. The food is excellent and not to be missed-- not your usual Indian food. Don't miss the porridge or the breakfast naan dishes. The hostesses and wait staff go above and beyond, including helping us get an Uber in the middle of a massive heat wave. We will definitely be here again on our next trip to Londond",5 
152,"It's the best food, period, I've ever had. I love Indian flavors, but this was above and beyond. The black daal, butter chicken, fried okra, lassi, the 0 proof drinks (teetotaler), everything! We stayed in London for 4 days and ate at Dishoom once every day (brunch, lunch and dinner).",5 
153,Great food! The black dahl is our favourite.,5 
154,This restaurant was recommended by a friend and I had no idea what to expect. As soon as you walk in you're filled with an exciting vibe. We got drinks at the bar while waiting for our table and then ordered the best things. Ask your waiter for recommendations,5 
155,"Lisa, our server, guided us well on our food order. She was VERY pleasant and friendly--always has a smile for everyone. We're more than pleased with the food but more so with Lisa's service!If it's your first time at this place also, you could try our order: Masala Fish, Chicken Ruby, and Black Daal with roti and rice as accompaniment.",5 
156,This place was so worth the hour wait!!!!  The menu is perfect for trying new dishes and sharing with family.  The freshly baked naan bread is addictive.   Dishoom is a must try while in London.,5 
157,Would recommend to anyone visiting London! The food and service were both amazing. We asked the waiter what was good and he just about circled everything on the menu.,5 
158,"Good quality ingredients & very authentic flavors! Dishoom is one of my favorite Indian restaurants in London & I think about them often while I'm back in the states. While Carnaby can be a little overwhelming on certain days, you can always find a cozy (yet lively) escape in Dishoom's thoughtfully designed space. Great cocktails, good service & food that is always worth the wait!",4 
159,"One of the BEST Indian restaurants we've gone too. When visiting England, we make it a priority to eat there. Went to the one in Manchester this time, as well. Very cool building and vibe. The wait can be long, but worth it! Food comes out timely, servers are great and helpful.",5 
160,"This place is amazing. So good we went twice on our trip around the UK. Tons of great options, loved the ruby chicken, black dala, and pineapple tiki. We had two vegetarians w us and they had great options for them.",5 
161,The best Indian ever. Get the black daal and don't forget the old fashioned. Delicious!,5 
162,"Heard a lot about Dishoom but when came to this location, I was disappointed to see -1- Very limited selection of vegetarian appetizers2-  a single curry option for vegetarians3- waitress forgot to tell us about the vegetarian dal option, which was not listed on menu but was available4- Romali roti was burnt, hard and not Romali at all!We orderedHouse bhel- it was certainly innovative and tasted ok.Bhel- I was given the dry mix and the 3 separate sauces- garlic, tamarind and mint. I did not get the bhel experience: sauces tasted fine separately thoughPaneer tikka was at the most mediocre!Matar  paneer - As the only vegetarian curry option, I want this to be spectacular- this was anything but that! The spices left a bitter aftertaste!!!House black dal - there was less dal and a similar spice gravy like there is in matar paneer. It had extreme amount of butter- did not taste good or authentic!Jackfruit biryani- overcooked mushy rice which tasted sour and nothing like biryani!Pros- the only 2 reasons for 2 stars are:Nans were goodPaneer was freshI do hope that Dhishum does something to cater vegetarian population too.Unfortunately this didn't work for me or my family!!",2 
163,"Kicking off our first international trip with the kids, we landed in London at some point in the afternoon, took the Underground to Covent Gardens, dropped off all our stuff at our apartment, and headed off to explore. The line for Dishoom caught our attention so I started waiting for a table, half dazed from the long flight but also trying to read our travel guidebook, while my wife and kids wandered off to look around.After about an hour we were seated and had one of our favorite meals of the trip. The kids still talk about the chicken ruby, which has set the standard for any sort of Indian chicken dish that they eat. The chicken is tender, and the flavorful sauce is a brilliant red color ( yelp.com/user_local_phot… ), which I might have missed if I hadn't obnoxiously used my camera flash to light it up (sorry everyone else who was sitting downstairs). We also got the chicken biryani and green vegetables, as well as some potatoes. Given that we were celebrating our first night in London, we let the kids order some fancy drinks.The restaurant has a very trendy and lively atmosphere. We sat downstairs where it was a little dark and packed with people. The wait staff were nice, even when asking me to please stop taking photos of my food with the flash. A very memorable meal for us and well worth the wait.",5 
164,"Food, drinks, & service were a 10/10. The best Indian food I've ever had! I especially loved the décor.",4 
165,"We are ended up here because we had flown in from San Francisco, it was getting late, there was a protest paralyzing parts of the area and we found this spot on Yelp. What an amazing turn of events. Other than the food taking a long time to come out, everything else about this spot was perfect. Spicy pork chops, chicken ruby, okra were all awesome dishes. What I just woke up still thinking about, however, was the Chefs Covent Garden Special. Sea Bream marinated in Marsala with other spices--it was simply one of the best things I've ever eaten--anywhere.",5 
166,"Was not disappointed, best Indian food we've had to date. Hoping they eventually open a spot back in LA!!",5 
167,"There is a reason this is one of the top rated restaurants in London. The food, service, and atmosphere were all amazing. Absolutely my top recommendation in London.",5 
168,Honestly we came here without a reservation. Waited in a huge line that I never thought would never end. But it was super quick and it was completely worth the wait. Definitely the best food I've had in London. We had a great time and really one of the best dining experiences I've had. Cheers!,5 
169,"The place is well designed and the service is good. But the food is nothing special, for lbdon at least. A good place to go with colleagues or acquaintances for a light meal that will be inoffensive to all.",3 
170,Some of the best Indian food I have ever had. Classic food yet unique at the same time. If you are in London this restaurant is a must!,5 
171,"Far and away the best Indian food I have ever had, and the best food I had while in London. Everything was incredible and I ate after I was full because I physically couldn't stop myself from doing so. The gunpowder potatoes, lamb samosas, chicken ruby, and chicken tikka were my favorites and if I'd ordered the whole menu they all would likely be my favorites. This was our first time here and when the waiter recommended so many dishes I was somewhat skeptical but I now wish I'd ordered twice as many because nothing was disappointing and I can only imagine the second half of the menu is as good as the half we ordered!",5 
172,"I was in London 3 nights and I came here twice. Then I bought the cookbook. So hopefully this should dispel any doubts as to whether Dishoom is worth the wait--because it absolutely is.  The food blew my mind and I easily had one of the greatest meals of my life.  If you are in London you seriously need to make a point of going to one of the Dishoom locations. (Note: This location is currently closed until summer 2020.)Things to get (in order of necessity):Chicken Ruby - maybe my favorite thing I've ever eaten. I ate every last drop of it with my garlic naan. Do not come here without ordering this.Pau Bhaji- I'm not exactly sure what is in this other than potatoes and perfect spices but it is wonderful. The warm buttery buns it comes with go perfectly with it. This is another must order.Chocolate pudding with spiced ice cream - You'll probably be so full by the time you hit dessert that you will want to pass on it. Don't do that. This is unreal. The chocolate is so rich and flavorful and it tastes absolutely perfect with the spiced ice cream.Black Daal - so full of flavors yet so buttery and rich. I could've just eaten this as a meal. I added enjoyed dipping the Okra fries in this.Garlic Naan - Great, but not particularly special. necessary to eat every last drop of Chicken Ruby and Pau Bhaji.Dishoom Slaw Super refreshing when eaten with all the other dishes!Okra Fries - seasoned perfectly and lightly fried. These were a great change of texture compared to everything I've mentioned above.Pass:Chicken biryani - kind of plain. perfectly fine, but unnecessary. Gunpowder potatoes - Good, but nothing special.Quick note about the wait. You can make reservations for breakfast and lunch. If you go for dinner you have to wait in line. The first time I went they told us the wait was 1.5 hours and it ended up being more like 1. The second time, they said 1 hour and it was about 30 mins. Seriously, don't let the line scare you!  They also pass out green tea, chai, and sherry while you wait.",5 
173,Great food. I personally love Chilli chicken here but most of the menu is tasty. friendly people and excellent service,5 
174,"The absolute best meal we had during our recent stay in London. The wait for a table was long, but made bearable by the samplings of chai and warmed sherry we were offered. Our party of five ordered at least a quarter of the menu to share and not a single item disappointed. The highlights we all agreed were the Pau Bhaji and Black Daal -absolutely delicious.",5 
175,"I was beyond excited to try the infamous Dishoom, but unfortunately, it didn't live up to the hype for me. My friend and I came here for breakfast. I ordered the Bombay Breakfast and a Bacon and Egg Naan Wrap. -Bombay Breakfast: nothing special, an Indian-inspired version of the English breakfast. Everything was good. -Bacon and Egg Naan: this was a big disappointment. Sounded delicious on the menu, but tasted overly sweet. Mine barely had any bacon, which would've cut the chutney inside. Maybe it's a better choice for dinner? I'll be back someday to give it another go.",3 
176,Average food poorly presented Waste of time and money There seems to be no effort going into creating something really good,2 
177,Surprisingly tasty restaurant.  Very cool environment and lay out on the upstairs of the building.  The food is meant to be shared and is very well made.,4 
178,Great Indian food ! In the heart of London ! Service was exceptional too. Kebabs were my favorite,5 
179,The wait is staggering and its not exactly traditional indian that you would expect. The bar was amazing and the drink were perfect so its a great social space. Good for a few rounds but its crowded with guests waiting for a seat.,3 
180,Great food! Loved the butter chicken and loved the daal! Highly recommend! I also really liked the service and the whole theme of the restaurant is so cool and creative,5 
181,! Is Dishoom Michelin star? This was my question while enjoying my tasty food there !,5 
182,One of my favorite restaurants.  Some of the best Indian food in a really cool space.  Waitstaff and hosts are friendly.,5 
183,One of the best Indian restaurants in london. The black dal and butter chicken are amazing dishes as well as the fried okra. The staff were super nice too,5 
184,"From the moment we arrived I loved the place.  The building, the location, and the interior are all tastefully done, and the staff who greeted us at the door were great! The food was delicious, the chai was as well.  Having the water in tiffin cups is a nice touch! We will definitely return,and we will save room for dessert next time.",5 
185,"Waited 75-90 minutes and it was surprisingly worth it just for that Ruby Chicken. Service was good and they really helped make that wait a little more tolerable with the free chai and Sherry.Food: The main standout dish was the Ruby chicken, and everything else was good but not amazeballs.+ Ruby chicken: Essentially the best butter chicken you'll ever have. Tomato based do slight sweet creamy tang.+ Black Dahl: good and buttery. + Lamb biryani: Good but very spicy to me. Pretty normal.+ Garlic naan: good but could have had more pieces+ Mixed veggies: surprisingly good. It's snow peas, broccoli, and kale.+ Mango lassi: good but could have had more as wellOverall, for the price and wait I expected a little more, but it was a solid restaurant. Would I wait again? Probably not unless it was 30 minutes.",4 
186,Dishoom is amazing. That is all. Love the Covent Garden reno!,5 
187,"Amazing food & experience. A bit pricy, but fair for the experience you get.  Only downside is they don't take reservations, so you need to queue.",5 
188,Incredible service. Flavors are amazing. Best Indian food I have ever had. Good idea to get a reservation,5 
189,"Amazing food! Well worth the wait outside, during which time complimentary taster drinks are offered. Each dish is better than the last. We have been here during two separate visits to London and have not been disappointed.",5 
190,"My foodie son who travels to London monthly said Dishoom is by far his favorite restaurant. He texted me daily to ask if I had eaten there yet!We stopped by at different times and it was always a 1 hour wait to get in. We finally stood in line and waited. Yes, it was worth it!It was intimidating to look at the menu and only recognize the name of 1 or 2 items, but our waiter was extremely helpful in his recommendations and descriptions of his favorites.This is what our party of 4 ordered and shared:Pau Bhaji (it's similar to chili. Served with small rolls)Chilli Chicken - crispy  spicy garlicky pieces of chicken  Lamb Boti Kabob - seasoned & grilled lamb (excellent!)House Black Daal - mild, creamy lentils, it's like a stewChicken Ruby - 2 pieces of chicken in red sauce Chicken Britannia Biryani Bowl (a favorite)Naan (2 orders)Basmati rice (2 orders)Everything was excellent. Service was outstanding!",5 
191,"Update- I phoned the restaurant yesterday and there customer service has improved but still have not gave me a refund, the food was overpriced and I will definitely not be going back after my experience.",2 
192,"Found this place online, was in London for one day and after having a wonderful English breakfast I had to come for more. Returned the same evening for dinner without a reservation and was accommodated. Dinner was incredible and the service even better. Highly recommend!",5 
193,"This may be the best Indian food I have ever had. We were quickly seated in a cozy table in the lower level, and the waiter was extremely helpful in explaining the spice levels of each dish, their signature picks, what he recommends to get with what, etc. Even though the menu is quite large, he helped us narrow down our picks.Murgh Malai: These chicken thighs were extremely tender and exploding with rich seasonings. A blackened crust on the outside forms a layer of purely blissful taste that gives way to the moist, soft thigh meat underneath. Fantastic dish!Chicken Ruby: We were told this is their most popular dish. It is very smooth and the tomato really stands out.Black Daal: Probably my favorite dish here (it's close between this and Murgh Malai). It's savory, buttery, rich, and intensely flavorful. I would be totally satisfied if I had this and some naan for my meal.Mutton Pepper Fry (Covent Garden special): Moderately spicy, and oh so good. The spices really bring everything else to life, and gives your meal the kick it needs. The mutton is very tender and the sauce really penetrates the meat. It comes with delicious parathi bread.Garlic Naan: Even the naan is amazing at Dishoom. Amazing garlic-y flavors- soft, fresh, and doughy.Mango Lassi: Best mango lassi I have ever had. It tasted extremely fresh, and the fennel seeds added more complexity to the taste. I downed this pretty quickly...One thing I love about this place is that the portion sizes are small. You can choose to go cheap and just get a daal and rice/naan, or you can splurge and try many things. Another thing I love is that every dish is outstanding. You really can't go wrong, and with a menu this big you can keep coming back and discovering new things. Also this place is VERY AFFORDABLE. A+ in every regard.Food: 10/10Service: 10/10Ambience: 10/10Value: 10/10",5 
194,"Best dinner ever ! Came to dishoom with high expectations and still it wowed us. Pav bhaji , veg biryani and ruby chicken and banana leaf fish - it was great food. Need to make reservation before 5:45 pm for same day otherwise 30 min wait but queue moved fast.",5 
195,Came for brunch and was very impressed with their covid precautions and service! Unlimited chai refills were amazing. I ordered the Akuri and house chai. Both were excellent! Very friendly staff and beautiful restaurant.,5 
196,Great food.  Small plates were delicious.  Friendly server.  Complimentary tea and dessert!We are coming back.,3 
197,"Found Dishoom during a trip to London and decided to chance with our 9 year old twins who are exploring Indian food. It was an amazing dinner! Awesome service, fantastic drinks and excellent food. Our kids enjoyed their meals and we learned some new dishes to try at home. A great way to end a London holiday and highly recommend.",5 
198,"Ok, I don't really fancy Indian food but my god Dishoom was good! Where else are people willing to wait 45 min in 35 degree weather just to get seated?! Dishoom came recommended by a few people who have been to London so I knew I had to check it out! TLDR: get the Naan, the chicken ruby (similar time butter chicken) and the black lentil daal. The chicken is super tender, the naan is perfectly crispy and flavored and the overall atmosphere is perfect for a small group of friends :)",4 
199,"Always delicious and a great dining experience whether in the restaurants, delivery at home, or one of their make at home meal kits. Consistently great quality and service.",5 
200,"London is known for it's amazing Indian food and there are tons of Indian restaurants all over the city. This place was recommended by a few friends and the crazy Yelp reviews made me want to try this place during my trip to London. I made reservations prior to my trip for lunch on a Friday. We got here 15 minutes before noon (our reservation time) and were immediately seated. At that time the wait for others was around 30 minutes. When we left the place, there was already a line outside. The service was amazing and our waiter was very attentive and friendly. Here is what we ordered:- Bhel: delicious. Loved that it was not soaked in tamarind chutney. - Okra Fries: loved it!!! Wasn't sure what to expect but these were seasoned perfectly and we finished it off in no time. - Paav Bhaji: loved it!!!! The bhaji was so well cooked and the bread was fresh and toasted to perfection. - House Daal: soooo good!!! I was so full with the other food that I couldn't finish the daal. As I'm writing this review, I'm craving that daal. Yes it was yummy. - Roomali Roti: this was a bit dry. In India these are so soft that they melt on your mouth. This one turned dry as it got cold. - House Chai: perfect for a cold day. It was a bit sweet for my taste but so delicious. My hubby got Murg Malai and said it was as good as what you get in India. Overall I'm a huge fan of this place and would love to come back and try their other dishes. Would I wait an hour to eat here?? No - as there are tons of amazing Indian restaurants in London. Make a reservation and enjoy the food.",4 
201,We had tried to come here for dinner the night before and there was a line all the way down the street. We knew we had to try this place so we made a reservation for the next day during lunch. The inside is so cute and it's huge. We were not sure what to order and our waiter was very helpful and suggested a bunch of things and said sharing everything would be best. This was the best Indian food I have had and we ordered the perfect amount of food. The prices are great too. I definitely suggest this place to anyone!,5 
202,Delicious whether dine in or carry out. Great service as well; one of my favorite Indian restaurants in London.,5 
203,"After eating here I can understand why people stand in line at every location of this mini chain st all hours of the day and night. Really fab Indian food. The queue is no joke. They quoted 1.5 hours for two people on a Saturday night. It goes fast and you can enjoy a complimentary chai or sherry while you wait. It's a bit deceiving because getting to the front of the line gets you only as far as a seat at the bar where you get a pager and wait some more. Eventually you make it to the table.Servers are friendly and food comes out pretty quickly. We loved the black daal, garlic naan, chili broccoli salad (it has a kick!), and veg curry. I didn't love the pineapple that came with the grilled paneer  cheese- the flavor combo just didn't work for me. Roti bread- think fresh made tortilla- was ok, but not worth 3.20£ for a single piece and not as good as the garlic naan. Would recommend, but plan ahead for the wait time.",4 
204,"Our wait was about 90 mins, which included 3 different types of lines. I will say the restaurant does a fabulous job of helping with the long waits with bringing around chai and drinks. We chatted with others in line so it went by pretty quickly. It was also a Saturday evening in the middle of the summer so we expected long waits. After we were seated, we ordered chicken tikka, chicken tikka wrap, Dahl, Chile chicken, sauces with chips, naan and butter chicken. Overall hits and misses. While the food was delicious I expected a bit more because of the hype and the fact that it's Indian food in London. Chicken tikka: 3 stars. I expected the creamy gravy based dish I always order at Indian restaurants however that wasn't the case here. It's dry and too salty for me. Chicken tikka role: 3 stars. It's ehh. Best part is the bread which you can order on the side Dahl: 2 stars. I think this was the worst. Tasted burntChile chicken: 4.5 stars. Best dish of the night Butter chicken: 4 stars. Standard but delicious Naan: 2.5 stars. Burnt and hard. Red flag. Not worth the hype in my opinion but maybe I just have different tastes.",3 
205,"This is a well-run restaurant with great food. I had to wait 20 min for a table, but once I was seated, the service was superb.  My server was extremely knowledgeable and helpful to me as I navigated the menu.  I had the matter paneer, garlic nan, and a small broccoli salad; all were remarkable.  I couldn't find a single fault with Dishoom, and I doubt that you will either.",5 
206,"The line was long but SO worth it!  First experience with Indian cuisine and Richard, our server, was not only informative but gave us lovely recommendations that did not disappoint!!  Can't wait to come back to London to try again!!",5 
207,"I wanted to LOVE this place after waiting on line for an hour to get in. First time I've ever done that, and likely the last! But alas, the food was just okay.-5 stars for service. they served hot masala chai to all who were lined up on the sidewalk. Even seconds if you wanted it. And waitstaff was courteous and attentive. I did hear my server making the SAME recommendation over and over for the house special (and he told me I shouldn't get lamb), but sometimes they push what they want to sell.-4 stars for decor and ambience. Upstairs is brighter, louder and more expansive, while downstairs is dark and cozy. Almost too dark - me and others had to use flashlights on our phones to see the menu. However  it is a bit romantic down there. bathrooms are nice too.-3.5 for food. I ordered fried okra for an appetizer and some kind of chicken for a main. Both were salty and neither were particularly pleasing to my palate. I was warned the chicken came with no sauce but still expected them to be juicy since they were chicken thighs. wrong!I may have enjoyed the experience more had I chosen different things to eat, but that's my struggle with extensive Indian menus (trying to pick something) so  I play it safe.Rating would be a 3.5 if not for great service.",4 
208,"Awesome food! I made a reservation at 5.30 PM. But if you come for lunch, there was no wait.I walked by around 8-9ish PM, they had long line, it started around 5.30 PM. So reservation at 5.30 PM recommended.We ordered the black daal, cheese naan, rice, chicken tikka, and chicken ruby. All are amazing! Taste is on point and we left happy.",5 
209,"Dishoom is a must visit when in London. I've visited two different locations on recent trips & the meal has been a highlight of my vacation both times. Dishoom is just an experience.The space is beautifully designed and decorated in a way where every element is interesting. The lighting, the colors, the textures create an old Hollywood ambiance with a touch of vintage glam. The staff is incredibly friendly and accommodating, they want you to be there and have an amazing meal. They will walk you through the menu and help your meal cater to your liking. The food is absolutely amazing. Out of this world. Authentic flavors. Crave-able, legendary dishes. I can't recommended this restaurant more. Tip: request a table by the kitchen and titular be captivated by the chefs working their magic.",5 
210,"The first time we tried to get into Dishoom we found a line of people 30-40 deep and decided to go elsewhere. We decided for our second attempt to book reservations at a less busy lunch hour. This was totally worth the two attempts to get in. The good was excellent, the service was great, and the ambience was classy and relaxed. This is one of the best Indian meals I had outside of India. I highly recommend.",5 
211,Delicious Indian food. Authentic and tasty with a varied menu. No compromises on flavour and spices.,5 
212,Fantastic Indian food. Not your typical fare in the best possible way. Will be back again on this trip and all future trips.,5 
213,"It's official: My favorite Indian restaurant I have ever tried!* * * EXPERIENCE * * *Made a reservation two months in advance for one person at 12:15pm. I highly recommend anyone wanting to try this place out making a reservation, by the time I arrived at around noon the line was very long, it's centrally located in a busy area which explains why. Inside the restaurant it's got a hip vibe, pretty lively and everyone was enjoying their time. There were so many choices on the menu I really wanted to try out everything, my server was super helpful to help me narrow down some choices. * * * FOOD * * *Chicken Ruby: AIt's hard to describe this dish, I just knew it's extremely tasty! It's slightly sweet, a bit spicy but was edible for me, and the rest there was just lots of unknown spices in it, with some basil and tomato notes. The chicken was very tender.House Black Daal: AIt's less spicy than chicken ruby, there were beans in it, and that's all I know how to describe it, I guess I don't have enough vocabulary to describe Indian dishes, all I knew was it's super yummy.Roti: ADon't forget this most important dish in order to dip into the two sauces above. The texture was very soft, there's some grilled taste to it and there's not really any other flavor to it, which was on point because I could truly enjoy the sauces flavor without distraction.Dishoom is a restaurant I must go back whenever I have a chance to visit London again!",5 
214,The food is alright.  Wait staff is so rude. There are better Indian restaurants out there.,1 
215,"1750 Yelp reviews. All good so we had to eat here when we were in London. Wouldn't wait an hour on line anywhere to eat so we ate here for lunch. You check in upstairs. Apparantly you can make reservations here for lunch. We were sent downstairs to wait by the bar. The entire downstairs was packed. 15 minutes passed and our beeper went off. No seats available upstairs so we ate downstairs. Tables are very close to each other. Our waiter was very friendly and helped us order. We had vegetable samosa, side of vegetables (broccoli, kale and green beans), raita, rice, nan and chicken.  All the food here is very good.  Would return (for lunch hahaha)",4 
216,absolutely amazing! the fish special at the covent garden location is so flavorful and authentic. love the unique atmosphere and interior decor. great job,5 
217,"Best restaurant visited during our time in London.  Don't be discouraged by the line, it moves quick and is worth the wait.  Friendly staff and very enjoyable family style meal. To quote our server.. you will leave full and happy.  Indian food that you will be familiar with in addition to selections that were new to us.",5 
218,Expect a wait. But worth every minuteA line forms every day so expect a 40min to hour wait (can make a reservation if Party is 6 or more).Environment is happening and there is wonderful aromas everywhere. We had the mutton pepper fry which was tender with amazing complex flavors. We didn't want this dish to end. We also had the lamb both kabob (not on a skewer which surprised) and the chicken ruby. It was all amazing. This is a top 5 restaurant experience and a must if in London.,5 
219,Delicious food and you get a lot. I went here for breakfast and the service was great,5 
220,"Came here because I love Indian food and was not disappointed, but would not rate it as highly if I had to wait more than 45 minutes.I was surprised that at 2pm on a Monday there was already a line. Luckily they served the folks waiting in line lemonade for the first waiting area on the street.  Once we were moved into the final waiting area downstairs in front of the bar, we were a little disappointed that we couldn't order a drink.  We literally just sat there until we were called. Once that wait was over, we were seated in the top floor and were met by our server quickly.  We ordered the Rose and Cardamom Lassi, Aflatoon's colada, and the Fresh Nimbu Soda, which were unique and delicious.  For food, the Black Daal, Spicy Lambchops, Samosas, Chicken Ruby and Garlic Naan were our go to selections.  Everything was incredible except for the Black Daal, it was surprisingly bland.  All in all, great service, great food, but would definitely make a reservation instead of waiting next time.",4 
221,"Dishoom was bookmarked on my collection for quite sometime now. I was finally able to try this place during my last visit to London. It was simply one of the best meals we've had during our time in London. We liked it so much that we we went back there twice to try their breakfast and lunch menu as well. The food is genuinely authentic and to a wonderful quality. Everything is well made and you should work your way through the menu. The Okra fries, Chili cheese toast are definitely worth trying. Their mutter paneer, ruby curry accompanied with garlic naan/roti was a good mix, great for vegetarians as well. Fantastic food, make sure you make a reservation because there's always a line. But it looked like they had chai for those waiting when it was cold. They take no customer for granted and want to make you feel at home. We also got some chai on the house at the end, which really felt as a great way to finalize our already amazing dinner experience. Food, drinks and service were perfect! Goes without saying it's probably one of the best Indians in town. Covent Garden branch definitely better than others. Highly recommended!PS: They sell their own coins which is quite cute. It's blessed by queen's treasury. :)",5 
222,"Black dal, Ruby chicken and chilli chicken are uncomparable.  Every cocktail we tried was fantastic as well. Will keep coming back regularly!",5 
223,"Everything was amazing but if you don't try the chicken ruby, you're not living your best life. This place is well worth the money. I'd eat here very often if I lived nearby.",5 
224,"It looked more like a store than a restaurant from outside and it definitely was a rather noisy atmosphere inside. The menu was however big and we ordered a lot of different dishes to share at the table. Everything was delicious, except for the ""shaved ice"" which the waiter did warn us was a thing that not all would like. We thought we wanted the adventure and tried it anyway. :) The drinks were also amazing with many alcohol free options. I will absolutely come back again!",4 
225,This was #1 on my London Food Tour list and it didn't disappoint. When we walked up we noticed the long line *ahem* que but saw that it was going quickly. The hostess passed out warm chai which was the best I've ever tasted. We loved talking to the locals while we waited. Great experience and we hadn't even walked through the doors. This place has the best ambience. Plan your London tour around Dishoom!,5 
226,"I came with great anticipation with friends who always rave about this restaurant.  It did not deliver. The food was good, but I expected awesome.  The service was terrible.  Our drinks came well after our food arrived.  We ordered rice which came after the meal was almost completed.  Our second orders of food never came and our server disappeared for 30 minutes.  While I suspect staffing shortages were apart of the challenges, for the price and expectation, I would not recommend this restaurant.",1 
227,"I went here on the recommendation of a friend originally from India, so I had pretty high expectations. Dishoom lived up to them and more. The food was all incredibly flavorful and I am already planning to attempt a recreation of the black daal at home because it was that good.Prices are a bit high, but at the same time pretty reasonable for London. My husband and I shared the daal, chicken tikka, naan, rice and bowl of greens and it was a bit too much food for lunch (I should probably note we're both not huge eaters, so if you have a large appetite this would probably be more suitable) and therefore I'd recommend ordering one item with a side or two first and adding on as needed, at least if you're returning to a hotel with no refrigerator for leftovers as we were!",5 
228,"We enjoyed Dishoom for dinner so much that we needed to get another taste before we left London. As our flight is in the afternoon, we opted for breakfast. This time we went to Dishoom at Covent Garden. The opened at 9 and we were the third table to sit. By 9:30, the room was pretty much filled. We ordered the big Bombay (which is essentially their version of the English breakfast), the keema per eedu, and the famous bacon naan roll. Oh and chai as well. The chai isn't as sweet as the typical ones we get which was great. It was quite delicious. I thoroughly enjoyed the big Bombay and keema as well. These are hearty breakfast choices of course but the better ones in my opinion. The bacon naan was good but not as amazing as I thought it would be.Overall the breakfast was a success and I'm in love with their spicy chutney. The dinner menu is better but I wasn't disappointed with breakfast either.",4 
